dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,date,hour
2022-02-25 04:00:00,12.27,11.51,1014,75,7.97,0.0,0,10000,3.09,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,4
2022-02-25 05:00:00,12.34,11.51,1014,72,7.44,0.0,0,10000,3.09,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,5
2022-02-25 06:00:00,12.21,11.37,1015,72,7.32,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,6
2022-02-25 07:00:00,12.65,11.77,1015,69,7.12,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,7
2022-02-25 08:00:00,13.1,12.19,1016,66,6.9,0.17,0,10000,6.69,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-25,8
2022-02-25 09:00:00,13.94,12.98,1016,61,6.55,0.63,0,10000,6.17,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-25,9
2022-02-25 10:00:00,15.1,14.15,1016,57,6.65,1.64,0,10000,7.2,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-25,10
2022-02-25 11:00:00,15.71,14.77,1016,55,6.7,2.61,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-25,11
2022-02-25 12:00:00,17.76,16.84,1016,48,6.62,3.27,0,10000,6.69,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-25,12
2022-02-25 13:00:00,19.08,18.27,1015,47,7.52,3.8,0,10000,7.2,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-02-25,13
2022-02-25 14:00:00,19.93,19.18,1015,46,7.98,3.2,20,10000,5.14,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-02-25,14
2022-02-25 15:00:00,20.27,19.45,1014,42,6.96,2.15,20,10000,7.2,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-02-25,15
2022-02-25 16:00:00,19.56,18.75,1014,45,7.32,1.0,20,10000,6.69,40,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-02-25,16
2022-02-25 17:00:00,19.49,18.62,1014,43,6.59,0.33,20,10000,5.66,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-02-25,17
2022-02-25 18:00:00,18.63,17.75,1014,46,6.79,0.0,20,10000,5.66,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-02-25,18
2022-02-25 19:00:00,17.33,16.45,1014,51,7.11,0.0,20,10000,7.2,40,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-02-25,19
2022-02-25 20:00:00,16.85,15.97,1015,53,7.22,0.0,0,10000,6.17,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,20
2022-02-25 21:00:00,16.48,15.41,1014,47,5.14,0.0,0,10000,6.69,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,21
2022-02-25 22:00:00,15.53,14.55,1013,54,6.27,0.0,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,22
2022-02-25 23:00:00,14.82,13.82,1013,56,6.14,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-02-25,23
